"","aab4-Primary solid Tumor","aab9-Primary solid Tumor","aabf-Primary solid Tumor","aabk-Primary solid Tumor","aabo-Primary solid Tumor","aabp-Primary solid Tumor","aabr-Primary solid Tumor","aabt-Primary solid Tumor","aabv-Primary solid Tumor","aaqi-Primary solid Tumor","aaqm-Primary solid Tumor","a9i5-Primary solid Tumor","a9i7-Primary solid Tumor","a9i9-Primary solid Tumor","a9ij-Primary solid Tumor","a9il-Primary solid Tumor","a9in-Primary solid Tumor","a9io-Primary solid Tumor","a9ir-Primary solid Tumor","a9is-Primary solid Tumor","a9iv-Primary solid Tumor","a9ix-Primary solid Tumor","aaay-Primary solid Tumor","6880-Primary solid Tumor","7273-Primary solid Tumor","7276-Primary solid Tumor","a44h-Primary solid Tumor","a7tx-Primary solid Tumor","a4p5-Primary solid Tumor","a4p6-Primary solid Tumor","a7dr-Primary solid Tumor","aaps-Primary solid Tumor","aapy-Primary solid Tumor","aapz-Primary solid Tumor","8124-Solid Tissue Normal","a45n-Solid Tissue Normal","a45n-Primary solid Tumor","a5a3-Solid Tissue Normal","a5a5-Primary solid Tumor","aa8v-Primary solid Tumor","7918-Primary solid Tumor","7919-Primary solid Tumor","7920-Primary solid Tumor","7922-Primary solid Tumor","7923-Primary solid Tumor","7924-Primary solid Tumor","7926-Primary solid Tumor","8001-Primary solid Tumor","8002-Primary solid Tumor","8003-Primary solid Tumor","8315-Primary solid Tumor","8317-Primary solid Tumor","8519-Primary solid Tumor","8636-Primary solid Tumor","8637-Primary solid Tumor","a49g-Primary solid Tumor","a49h-Primary solid Tumor","a4bh-Primary solid Tumor","a4bk-Primary solid Tumor","a77p-Primary solid Tumor","a77q-Primary solid Tumor","7645-Primary solid Tumor","7647-Primary solid Tumor","7649-Primary solid Tumor","7651-Primary solid Tumor","7652-Primary solid Tumor","7654-Primary solid Tumor","7888-Primary solid Tumor","7889-Primary solid Tumor","7890-Primary solid Tumor","7891-Primary solid Tumor","7897-Primary solid Tumor","8126-Primary solid Tumor","a5so-Primary solid Tumor","a5sq-Primary solid Tumor","a5st-Primary solid Tumor","a6ug-Primary solid Tumor","aaum-Primary solid Tumor","aaup-Primary solid Tumor","aauq-Primary solid Tumor","aaur-Primary solid Tumor","aaus-Primary solid Tumor","aaut-Primary solid Tumor","aauv-Primary solid Tumor","aauw-Primary solid Tumor","a9q5-Primary solid Tumor","a5qy-Primary solid Tumor","aa9m-Primary solid Tumor","aaas-Primary solid Tumor","a8rp-Primary solid Tumor","a774-Primary solid Tumor","a77j-Primary solid Tumor","aaug-Primary solid Tumor","aauh-Primary solid Tumor","aaui-Primary solid Tumor","a8t3-Primary solid Tumor","a8t5-Primary solid Tumor","a89d-Solid Tissue Normal","a89d-Primary solid Tumor","aapl-Primary solid Tumor"
"type1ifn",0.673429685278474,-0.456757569107724,0.719288705920622,0.164196685868633,0.00986683333831709,0.158659939582965,0.249370669554744,-0.386339051612398,-0.0781680903267369,0.399372668958875,-0.473931760611563,-0.364020476662731,0.335399206379639,-0.208218594644551,-0.492734735758919,-0.564606271006012,-0.57590310065472,-0.718979652934658,-0.614425535411962,-0.651641851927685,-0.632187032183031,-0.461641818926024,0.729680288657685,-0.690947885982111,0.209743232647944,-0.364873844218097,-0.408117393470415,0.69067309220098,0.693655598698297,0.331815180630514,0.669816548605079,0.543724445044317,0.646561206599508,-0.394123218862055,0.10743549059379,0.539909335238209,0.00741042898904906,0.259105720136193,0.589581964295248,0.295989856044986,0.30691360304702,0.490781022514888,-0.531400767761995,-0.258012864787068,-0.20103950174844,-0.535244143707621,-0.286668220962288,0.311910235063234,-0.472140894767123,0.385200455259219,0.495292459951395,-0.521586208548603,-0.542730451123056,-0.480878440899453,0.598409896714722,0.494806735693212,0.25879012855116,0.747014883710667,0.616400043573657,-0.458170594691633,0.693796079831592,-0.130299965333349,0.0794071656808515,0.347124075831588,0.667024640396983,-0.196434822092294,0.297615012779183,-0.104020413568221,-0.188414388734105,-0.56362543274984,0.540701151902956,-0.0506534564240959,-0.0844380991229564,0.696426605767033,-0.422040329772426,0.315313613393093,-0.391446997286013,-0.693411170210707,0.0857978108641024,0.727411578275898,-0.238242239098649,0.723303231803565,0.256455589015347,-0.521667664971857,0.10735523725757,-0.119751234011153,0.300087390327007,-0.663496788140392,0.29487119166019,-0.260793663885034,0.523065910160185,-0.340903441810317,-0.616849777593249,-0.705659130883833,-0.503453895490651,-0.163025346219661,-0.00650407815135925,0.312271370324012,0.452808528948544,0.55020128427175
